出租方式,户型,建筑面积,层数,低层,中层,中高层,高层,超高层,楼,朝向,装修,地址,字段9,字段10,字段11,字段12,字段13,字段14,字段15,标题,价格,字段25
整租,1室0厅1卫,36,11,0,1,0,0,0,中,暂无,中装修,敦煌路616号(原一毛厂),床,电视,,,空调,热水器,,房源编号 331458710,1500,"曦华源
                            (七里河区/西站)"
整租,2室0厅1卫,45,7,1,0,0,0,0,中,南,精装修,民勤街123-135号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331316734,2000,"民勤街新厦家属院
                            (城关区/东方红广场)"
整租,2室1厅1卫,64,8,1,0,0,0,0,低,南北,中装修,西站光华街77-169号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331329483,1500,"轴承厂家属院
                            (七里河区/西站)"
整租,3室2厅1卫,158,8,1,0,0,0,0,高,南,简装修,和政路何家庄东街,,,,,,热水器,暖气,房源编号 318628302,4000,"泰亨小区
                            (城关区/火车站)"
整租,2室1厅1卫,80,14,0,0,1,0,0,高,暂无,中装修,龚家湾杨家桥75号,床,电视,,,空调,热水器,暖气,房源编号 331471649,2000,"建兰丽苑经济适用房
                            (七里河区/龚家湾)"
整租,2室1厅1卫,65,6,1,0,0,0,0,高,南,精装修,光华街2-52,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 330820713,1300,"电力修造厂家属院
                            (七里河区/西站)"
整租,2室1厅1卫,150,42,0,0,0,0,1,中,西,中装修,天水北路与雁滩路交汇处,,,,,,,,房源编号 331054123,15000,"兰州城关万达广场·万达公馆
                            (城关区/雁滩北)"
整租,4室2厅2卫,180,8,1,0,0,0,0,低,南北,精装修,雁北路2616号(新港城西侧),,,,,,,,房源编号 328923054,7200,"海龙花园
                            (城关区/雁滩北)"
整租,3室2厅1卫,200,24,0,0,0,1,0,低,南北,精装修,城关区青白石街,床,电视,,,空调,热水器,,房源编号 331481956,3300,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室2厅1卫,98,30,0,0,0,1,0,中,南,豪华装修,西站郑家庄什字西南角（兰石小学东侧）,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331360206,2600,"明珠家园
                            (七里河区/西站)"
整租,1室1厅1卫,53,30,0,0,0,1,0,高,西南,精装修,城关区青白石街,床,电视,,,,热水器,暖气,房源编号 321473823,1900,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,4室2厅2卫,155,30,0,0,0,1,0,高,西南,精装修,东岗东路1999号(兰新商业广场内瑞德尔超市对面),床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330597033,6000,"万国港
                            (城关区/东部市场)"
整租,2室1厅1卫,74,30,0,0,0,1,0,中,暂无,中装修,中山路131-133号,床,电视,,,,热水器,暖气,房源编号 331185173,2400,"海鸿大厦
                            (城关区/西关什字)"
整租,2室1厅1卫,80,9,0,1,0,0,0,高,西,简装修,雁滩路，雁滩高级人民法院对面,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 329613610,2000,"公安局城关分局家属院(雁滩高法对面)
                            (城关区/雁滩北)"
整租,3室2厅2卫,120,8,1,0,0,0,0,低,南北,精装修,段家滩路671-721号,,,,,,,,房源编号 322194733,3200,"北方苑小区
                            (城关区/东部市场)"
整租,1室2厅1卫,75,17,0,0,1,0,0,高,暂无,简装修,火车站西路580号,,,,,,,暖气,房源编号 331229481,2400,"新乐苑小区
                            (城关区/火车站)"
整租,1室1厅1卫,65,28,0,0,0,1,0,中,南北,简装修,一只船北街南侧（东临华润万家）,床,电视,,,空调,热水器,,房源编号 331193587,2800,"万盛名仕佳园
                            (城关区/盘旋路)"
整租,3室2厅1卫,126,32,0,0,0,1,0,高,南北,中装修,和政路东街189号,床,电视,,,空调,热水器,,房源编号 331356257,4500,"仁恒国际
                            (城关区/火车站)"
整租,2室2厅1卫,100,8,1,0,0,0,0,高,南北,精装修,五泉西路20-38号,床,电视,,,空调,热水器,,房源编号 330237448,2500,"大华公司家属院
                            (城关区/五泉广场)"
整租,2室1厅1卫,94,34,0,0,0,0,1,低,暂无,精装修,建兰路102号,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331418017,2800,"电力机具厂家属院
                            (七里河区/西站)"
整租,2室1厅1卫,60,3,1,0,0,0,0,高,东西,中装修,贡元巷53-59号,床,电视,,,空调,热水器,,房源编号 331303219,1900,"农行家属院(贡元巷)
                            (城关区/西关什字)"
整租,2室2厅1卫,46,6,1,0,0,0,0,中,暂无,中装修,铁路新村东街951至999号,床,电视,冰箱,,,热水器,暖气,房源编号 330829690,1500,"兰铁福苑小区
                            (城关区/火车站)"
整租,1室1厅1卫,60,9,0,1,0,0,0,中,南,精装修,七里河建工局建投一号楼,床,电视,,洗衣机,空调,热水器,暖气,房源编号 331023331,2000,"建工局
                            (七里河区/小西湖)"
整租,1室1厅1卫,61,18,0,0,1,0,0,中,暂无,中装修,七里河区西津东路44-56号,床,电视,,,空调,热水器,,房源编号 330216229,1700,"盛世星座
                            (七里河区/小西湖)"
整租,3室2厅1卫,240,42,0,0,0,0,1,高,东,精装修,天水北路与雁滩路交汇处,,,,,空调,,暖气,房源编号 329940616,25000,"兰州城关万达广场·万达公馆
                            (城关区/雁滩北)"
整租,3室1厅1卫,130,19,0,0,0,1,0,低,南北,简装修,雁西路1119号（工业城对面）,,,,,,,,房源编号 327319063,3000,"鑫亿城
                            (城关区/雁滩南)"
整租,1室0厅1卫,41,33,0,0,0,0,1,高,南北,中装修,和政路东街189号,床,电视,,,空调,热水器,,房源编号 330494491,2600,"仁恒国际
                            (城关区/火车站)"
整租,2室2厅1卫,90,30,0,0,0,1,0,高,南,中装修,任家庄112号,,电视,,,空调,热水器,暖气,房源编号 331159660,2300,"仁恒美林郡
                            (七里河区/西站)"
整租,1室1厅1卫,46,3,1,0,0,0,0,中,暂无,中装修,十里店街道健康路16号,床,电视,,,空调,热水器,,房源编号 331310121,1300,"安宁区医院家属院
                            (安宁区/培黎广场)"
整租,2室1厅1卫,80,28,0,0,0,1,0,高,南,中装修,兰州市安宁区北滨河西路260号,床,电视,,洗衣机,,,,房源编号 328714275,2000,"永丰嘉园
                            (安宁区/黄河市场)"
整租,1室2厅1卫,72,33,0,0,0,0,1,高,暂无,中装修,安宁东路369号,床,电视,,,空调,热水器,,房源编号 331309939,1800,"中和教育世家
                            (安宁区/培黎广场)"
整租,2室2厅1卫,89,22,0,0,0,1,0,高,南,中装修,东岗东路514号原6413厂(东岗东路1008-10,,,,,,,,房源编号 321885768,2900,"时代伟业
                            (城关区/东部市场)"
整租,2室2厅1卫,96,28,0,0,0,1,0,高,南北,精装修,城关区红山根东路,,,,,,热水器,暖气,房源编号 328789760,2000,"红山万和城
                            (城关区/二热)"
整租,2室1厅1卫,67,7,1,0,0,0,0,中,南北,中装修,兰州市安宁区十里店街道安宁东路353号,床,电视,,,空调,热水器,,房源编号 331449118,1800,"齿轮厂家属院
                            (安宁区/培黎广场)"
整租,2室1厅1卫,95,38,0,0,0,0,1,中,东南,中装修,陇西路1号,,,,,,,暖气,房源编号 329662494,3800,"省政协家属院
                            (城关区/西关什字)"
整租,2室1厅1卫,80,8,1,0,0,0,0,中,东西,中装修,牟家庄160-194号,床,电视,,,空调,热水器,,房源编号 330448275,2200,"达祥小区
                            (城关区/火车站)"
整租,2室2厅1卫,97,6,1,0,0,0,0,中,南北,精装修,雁兴路3101号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330576427,2500,"雁滩科教城二期
                            (城关区/雁滩南)"
整租,2室2厅1卫,98,32,0,0,0,1,0,中,南,中装修,银滩大桥以西，众邦金水湾西南侧,床,电视,,,空调,热水器,,房源编号 329693491,2800,"阳光怡园
                            (安宁区/费家营)"
整租,2室2厅2卫,120,21,0,0,0,1,0,高,暂无,精装修,中山路131-133号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331267724,3000,"海鸿大厦
                            (城关区/西关什字)"
整租,3室1厅1卫,140,33,0,0,0,0,1,高,暂无,简装修,城关区雁西路1382号,床,电视,,,,热水器,,房源编号 331483310,4000,"雁滩家园
                            (城关区/雁滩北)"
整租,1室1厅1卫,46,3,1,0,0,0,0,中,暂无,中装修,十里店街道健康路16号,床,电视,,,空调,热水器,,房源编号 331309834,1300,"安宁区医院家属院
                            (安宁区/培黎广场)"
整租,2室1厅1卫,80,14,0,0,1,0,0,高,南北,中装修,龚家湾杨家桥75号,床,电视,,,空调,热水器,暖气,房源编号 331304444,2000,"建兰丽苑经济适用房
                            (七里河区/龚家湾)"
整租,2室1厅1卫,65,6,1,0,0,0,0,高,东西,中装修,光华街2-52,床,电视,,,空调,热水器,,房源编号 330364318,1300,"电力修造厂家属院
                            (七里河区/西站)"
整租,2室2厅1卫,75,6,1,0,0,0,0,中,南,精装修,宋家滩99号,,电视,,,空调,热水器,,房源编号 321473859,2800,"新港城D区
                            (城关区/雁滩北)"
整租,2室1厅1卫,98,32,0,0,0,1,0,低,南,中装修,任家庄112号,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331266946,3500,"仁恒美林郡
                            (七里河区/西站)"
整租,3室2厅2卫,160,22,0,0,0,1,0,高,南北,中装修,枣林路68号，兰州市植物园南,床,电视,,,空调,热水器,暖气,房源编号 330856715,2000,"丰宁德尚
                            (安宁区/刘家堡)"
整租,1室0厅1卫,40,34,0,0,0,0,1,中,南,精装修,任家庄112号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330792720,2600,"仁恒美林郡
                            (七里河区/西站)"
整租,1室1厅1卫,50,9,0,1,0,0,0,高,西,中装修,七里河任家庄70-88号,床,电视,,,空调,热水器,,房源编号 330388470,1500,"灶具厂家属院
                            (七里河区/西站)"
整租,3室0厅1卫,60,5,1,0,0,0,0,中,南,中装修,嘉峪关东路131—137路,床,电视,冰箱,洗衣机,,热水器,,房源编号 330343268,1900,"东岗电力小区
                            (城关区/东部市场)"
整租,2室2厅1卫,65,6,1,0,0,0,0,高,暂无,精装修,铁路新村东街601-747号,床,电视,,,空调,热水器,,房源编号 331262935,2300,"兰铁新园小区
                            (城关区/火车站)"
整租,1室1厅1卫,50,6,1,0,0,0,0,中,暂无,中装修,七里河区西津西路水怡兰酒店对面,床,电视,,,空调,热水器,暖气,房源编号 331472677,1000,"铁路材料厂家属院
                            (七里河区/西站)"
整租,2室1厅1卫,70,8,1,0,0,0,0,中,西北,中装修,任家庄1145号,床,电视,,,,热水器,暖气,房源编号 331216873,1400,"联发小区
                            (七里河区/西站)"
整租,3室1厅1卫,147,28,0,0,0,1,0,高,南,中装修,西津东路581号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331463606,3000,"金雨大厦
                            (七里河区/小西湖)"
整租,3室1厅1卫,85,6,1,0,0,0,0,中,南,中装修,七里河西站三角线20-80,床,电视,,,空调,热水器,,房源编号 331405145,2000,"柳家营康怡园小区
                            (七里河区/西站)"
整租,2室2厅1卫,96,7,1,0,0,0,0,高,南北,精装修,雁西路1119号（工业城对面）,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 329536682,2800,"鑫亿城
                            (城关区/雁滩南)"
整租,2室2厅1卫,98,32,0,0,0,1,0,中,南,简装修,城关区北面滩新村以东、甘肃联合大学以西、中广宜景湾尚,床,,,,,热水器,暖气,房源编号 329017625,2500,"兴隆滨河苑
                            (城关区/雁滩北)"
整租,2室2厅2卫,138,24,0,0,0,1,0,高,南,中装修,萃英门31-37号,床,电视,,,空调,热水器,,房源编号 331249822,4500,"萃英门小区
                            (城关区/西关什字)"
整租,1室1厅1卫,50,8,1,0,0,0,0,中,南,中装修,兰州市七里河金港城,床,电视,,,空调,热水器,,房源编号 331461836,1500,"金港城金福花园
                            (七里河区/西站)"
整租,1室1厅1卫,46,3,1,0,0,0,0,中,暂无,中装修,十里店街道健康路16号,床,电视,,,空调,热水器,,房源编号 331309906,1300,"安宁区医院家属院
                            (安宁区/培黎广场)"
整租,3室2厅1卫,121,12,0,1,0,0,0,高,南北,精装修,敦煌路616号(原一毛厂),床,电视,,,空调,热水器,,房源编号 331352382,3800,"曦华源
                            (七里河区/西站)"
整租,2室1厅1卫,70,8,1,0,0,0,0,高,南,中装修,甘肃省兰州市七里河区吴家园西街48-60，七里河吴家,床,电视,,,空调,热水器,,房源编号 331327314,2000,"嘉星小区
                            (七里河区/西站)"
整租,2室1厅1卫,75,8,1,0,0,0,0,中,南,中装修,光华街2-52,床,电视,,,空调,热水器,暖气,房源编号 331469851,1800,"电力修造厂家属院
                            (七里河区/西站)"
整租,2室2厅2卫,131,19,0,0,0,1,0,中,南北,简装修,雁西路1119号（工业城对面）,,,,,,,,房源编号 330703920,3000,"鑫亿城
                            (城关区/雁滩南)"
整租,3室2厅2卫,170,33,0,0,0,0,1,中,南,中装修,平凉路456号,床,电视,,,空调,热水器,,房源编号 330878529,6300,"陆都花园4号楼
                            (城关区/东方红广场)"
整租,2室2厅1卫,88,32,0,0,0,1,0,中,南,精装修,甘南路84号，一只船北街,床,电视,,,空调,热水器,,房源编号 331194022,3500,"中广金色家园
                            (城关区/盘旋路)"
整租,3室2厅2卫,150,28,0,0,0,1,0,高,东,精装修,兰州市城关区雁西路518号古玩城旁,,,,,,,,房源编号 329832249,5600,"美居田园
                            (城关区/雁滩北)"
整租,2室1厅1卫,150,42,0,0,0,0,1,中,西,中装修,天水北路与雁滩路交汇处,,,,,,,,房源编号 331054123,15000,"兰州城关万达广场·万达公馆
                            (城关区/雁滩北)"
整租,1室1厅1卫,40,28,0,0,0,1,0,低,南,中装修,敦煌路616号(原一毛厂),床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331386684,1400,"曦华源
                            (七里河区/西站)"
整租,2室1厅1卫,94,33,0,0,0,0,1,低,西南,中装修,西站郑家庄什字西南角（兰石小学东侧）,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331256121,2700,"明珠家园
                            (七里河区/西站)"
整租,2室2厅1卫,109,16,0,0,1,0,0,中,南北,中装修,雁滩黄河大桥向东800米,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 322507414,4000,"鸿运润园
                            (城关区/雁滩北)"
整租,2室2厅1卫,91,7,1,0,0,0,0,低,南,精装修,城关区青白石街,,电视,,,空调,热水器,,房源编号 330915446,1900,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室2厅1卫,90,8,1,0,0,0,0,高,南北,中装修,光华街2-52,床,电视,,,,热水器,暖气,房源编号 331263394,1500,"电力修造厂家属院
                            (七里河区/西站)"
整租,2室2厅1卫,96,34,0,0,0,0,1,中,西北,精装修,城关区火车站东路438-458号,,电视,,,,热水器,暖气,房源编号 330024393,2800,"和谐家园
                            (城关区/火车站)"
整租,2室2厅1卫,92,32,0,0,0,1,0,低,南,简装修,银滩大桥以西，众邦金水湾西南侧,床,,冰箱,洗衣机,空调,热水器,暖气,房源编号 328740685,2700,"阳光怡园
                            (安宁区/费家营)"
整租,2室1厅1卫,102,11,0,1,0,0,0,低,暂无,精装修,敦煌路68号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331434167,3300,"阳光家园
                            (七里河区/西站)"
整租,2室1厅1卫,60,8,1,0,0,0,0,低,南,中装修,七里河焦家湾路28-46,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331468395,1600,"胶鞋厂家属院
                            (七里河区/西站)"
整租,2室2厅1卫,80,8,1,0,0,0,0,中,南,中装修,上西园134号，小西湖什字向南300米,床,电视,,,空调,热水器,,房源编号 331300509,2300,"金园小区
                            (七里河区/小西湖)"
整租,4室1厅1卫,130,15,0,0,1,0,0,低,南北,精装修,雁西路1119号（工业城对面）,,,,,,,,房源编号 326816521,4000,"鑫亿城
                            (城关区/雁滩南)"
整租,2室1厅1卫,60,9,0,1,0,0,0,高,南,中装修,贡元巷53-59号,床,电视,,,空调,热水器,,房源编号 331249602,2200,"农行家属院(贡元巷)
                            (城关区/西关什字)"
整租,2室1厅1卫,50,5,1,0,0,0,0,中,暂无,中装修,南滨河中路691号,床,电视,,,空调,热水器,,房源编号 330217048,1400,"毛条厂家属院
                            (七里河区/小西湖)"
整租,2室2厅1卫,82,18,0,0,1,0,0,高,南,中装修,安宁费家营十字,床,电视,,,空调,热水器,,房源编号 331161237,2000,"八〇三电厂家属院
                            (安宁区/费家营)"
整租,2室2厅1卫,103,6,1,0,0,0,0,中,南北,中装修,雁滩雁兴路116、130、124路车终点(天庆花园东,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 328339235,2800,"基业豪庭
                            (城关区/雁滩北)"
整租,2室2厅1卫,70,31,0,0,0,1,0,高,南,中装修,排洪南路,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 330634645,2300,"国资委第三十七佳园
                            (城关区/东部市场)"
整租,4室2厅2卫,155,33,0,0,0,0,1,中,南北,中装修,银滩桥西银滩路（众邦金水湾北侧）,床,电视,,,空调,热水器,暖气,房源编号 330858541,3400,"天居锦河丹堤
                            (安宁区/黄河市场)"
整租,2室2厅1卫,95,30,0,0,0,1,0,低,暂无,中装修,西站郑家庄，光华街102号,,,,,空调,热水器,,房源编号 331431377,2500,"郑家庄小区
                            (七里河区/西站)"
整租,3室2厅1卫,165,12,0,1,0,0,0,中,暂无,中装修,安宁西路255号附近,床,电视,,,空调,热水器,,房源编号 331161278,3400,"交大桃海花园
                            (安宁区/费家营)"
整租,3室2厅2卫,126,32,0,0,0,1,0,高,暂无,精装修,和政路东街189号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331474872,7000,"仁恒国际
                            (城关区/火车站)"
整租,2室2厅2卫,151,11,0,1,0,0,0,低,南北,精装修,雁兴路3100号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330574928,2600,"雁滩科教城
                            (城关区/雁滩南)"
整租,2室1厅1卫,96,11,0,1,0,0,0,中,南,简装修,敦煌路68号,床,电视,,,空调,热水器,暖气,房源编号 331468056,2600,"阳光家园
                            (七里河区/西站)"
整租,3室2厅1卫,126,32,0,0,0,1,0,高,南,中装修,和政路东街189号,床,电视,,,空调,热水器,,房源编号 331398004,4700,"仁恒国际
                            (城关区/火车站)"
整租,2室1厅1卫,100,7,1,0,0,0,0,高,南,精装修,安宁西路刘家堡长风宾馆斜对面,,,,,,,,房源编号 327104201,1900,"长风家属院
                            (安宁区/费家营)"
整租,3室2厅1卫,115,24,0,0,0,1,0,低,南北,精装修,城关区青白石街,床,电视,,,空调,热水器,,房源编号 331420227,1600,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,3室2厅1卫,131,15,0,0,1,0,0,低,南北,精装修,雁西路1119号（工业城对面）,床,电视,,,空调,热水器,,房源编号 329035239,3900,"鑫亿城
                            (城关区/雁滩南)"
整租,2室2厅1卫,130,19,0,0,0,1,0,中,南北,中装修,雁西路1119号（工业城对面）,,,,,,,,房源编号 328484733,3000,"鑫亿城
                            (城关区/雁滩南)"
整租,2室2厅1卫,100,7,1,0,0,0,0,中,南,简装修,段家滩452号,床,,冰箱,洗衣机,空调,热水器,暖气,房源编号 329969293,2500,"三易花园
                            (城关区/东部市场)"
整租,3室1厅1卫,122,8,1,0,0,0,0,中,南,中装修,吴家园（距建兰路市场300米）市一医院,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331478827,2500,"鸿运家园
                            (七里河区/西站)"
整租,3室2厅1卫,162,30,0,0,0,1,0,中,南,中装修,民主西路37号,床,电视,,,空调,热水器,,房源编号 331464745,7000,"蓝宝石大厦
                            (城关区/五泉广场)"
整租,2室2厅2卫,118,8,1,0,0,0,0,高,南北,精装修,武威路48号,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331304277,2000,"西太华工贸家属院
                            (七里河区/西站)"
整租,3室1厅1卫,147,28,0,0,0,1,0,高,东南,中装修,西津东路581号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 329239194,3000,"金雨大厦
                            (七里河区/小西湖)"
整租,2室2厅1卫,108,29,0,0,0,1,0,低,南,简装修,费家营经济技术开发区578号路银滩大桥北侧,床,电视,,,空调,热水器,暖气,房源编号 329562078,3000,"众邦金水湾
                            (安宁区/费家营)"
整租,4室2厅2卫,165,16,0,0,1,0,0,低,南北,简装修,安宁西路255号附近,床,,,,空调,热水器,暖气,房源编号 328619870,3500,"交大桃海花园
                            (安宁区/费家营)"
整租,1室0厅1卫,37,34,0,0,0,0,1,高,南北,精装修,任家庄112号,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331185214,2600,"仁恒美林郡
                            (七里河区/西站)"
整租,1室1厅1卫,56,30,0,0,0,1,0,高,南北,精装修,城关区青白石街,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 321473796,1800,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室1厅1卫,109,13,0,0,1,0,0,高,南,中装修,广武门后街65—75号,床,电视,,,空调,热水器,,房源编号 331249865,3200,"广武门省检察院家属院
                            (城关区/东方红广场)"
整租,3室0厅1卫,60,8,1,0,0,0,0,低,南,中装修,广武门华亭街3号,床,电视,,,空调,热水器,,房源编号 331250092,2000,"广武门华亭街小区
                            (城关区/东方红广场)"
整租,3室2厅1卫,108,25,0,0,0,1,0,低,暂无,精装修,火车站广场向西200米,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331018868,4300,"海天新都
                            (城关区/火车站)"
整租,2室2厅1卫,132,19,0,0,0,1,0,高,南北,中装修,雁西路1119号（工业城对面）,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 329526210,3300,"鑫亿城
                            (城关区/雁滩南)"
整租,2室1厅1卫,75,8,1,0,0,0,0,中,南,中装修,光华街2-52,床,电视,,,空调,热水器,暖气,房源编号 331469851,1800,"电力修造厂家属院
                            (七里河区/西站)"
整租,2室0厅1卫,64,30,0,0,0,1,0,高,南北,中装修,培黎广场北侧（东临建安东路，西临安宁区人防办及菜市场,床,电视,,,空调,热水器,,房源编号 331449188,1800,"培黎广场经济适用房
                            (安宁区/培黎广场)"
整租,2室1厅1卫,84,8,1,0,0,0,0,中,暂无,中装修,城关区红山根西路108号,床,电视,冰箱,,空调,热水器,暖气,房源编号 331248788,2300,"艾黎大厦
                            (城关区/火车站)"
整租,3室2厅1卫,126,24,0,0,0,1,0,低,南北,精装修,城关区青白石街,床,电视,,,空调,热水器,,房源编号 321473884,1800,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室1厅1卫,75,7,1,0,0,0,0,中,暂无,中装修,建工西街106-116,床,电视,,,空调,热水器,暖气,房源编号 331462700,2000,"西北中学家属院
                            (七里河区/小西湖)"
整租,1室1厅1卫,60,7,1,0,0,0,0,高,暂无,中装修,宋家滩99号，雁滩路,床,电视,,,空调,热水器,,房源编号 331481973,2300,"新港城A区
                            (城关区/雁滩北)"
整租,1室1厅1卫,52,28,0,0,0,1,0,中,南,中装修,兰州七里河建西东路420号,床,电视,,,空调,热水器,,房源编号 331381001,1500,"铁建丽苑
                            (七里河区/龚家湾)"
整租,1室1厅1卫,43,33,0,0,0,0,1,中,北,精装修,和政路东街189号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331433764,3500,"仁恒国际
                            (城关区/火车站)"
整租,2室1厅1卫,85,32,0,0,0,1,0,高,南,中装修,安宁植物园南500米,床,电视,,,空调,热水器,,房源编号 327526272,2000,"丰宝佳苑
                            (安宁区/刘家堡)"
整租,3室2厅2卫,127,6,1,0,0,0,0,低,南北,简装修,雁滩高新技术开发区,床,,,洗衣机,,热水器,暖气,房源编号 330776557,4000,"天庆嘉园A区水云阁
                            (城关区/雁滩南)"
整租,3室2厅1卫,115,24,0,0,0,1,0,低,南北,精装修,城关区青白石街,床,电视,,,空调,热水器,,房源编号 331420227,1600,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,1室1厅1卫,42,8,1,0,0,0,0,中,南,简装修,五星坪前街46,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330979121,1600,"兰州市公交集团职工家属院
                            (七里河区/小西湖)"
整租,2室2厅1卫,77,6,1,0,0,0,0,高,南北,中装修,雁滩路2618号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330389054,2800,"天庆花园
                            (城关区/雁滩南)"
整租,3室2厅1卫,118,33,0,0,0,0,1,低,东西,中装修,银滩桥西银滩路（众邦金水湾北侧）,床,电视,,,空调,热水器,暖气,房源编号 330860758,2500,"天居锦河丹堤
                            (安宁区/黄河市场)"
整租,3室2厅2卫,135,6,1,0,0,0,0,高,南北,精装修,二热吐哈宾馆东侧,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330624040,2400,"甘肃省邮政局家属院
                            (城关区/东部市场)"
整租,3室1厅1卫,147,28,0,0,0,1,0,高,东南,中装修,西津东路581号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 329239194,3000,"金雨大厦
                            (七里河区/小西湖)"
整租,1室1厅1卫,50,9,0,1,0,0,0,高,西,中装修,七里河任家庄70-88号,床,电视,,,空调,热水器,,房源编号 330388470,1500,"灶具厂家属院
                            (七里河区/西站)"
整租,2室2厅1卫,96,33,0,0,0,0,1,高,南北,精装修,兰州市城关区高新路101号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330167695,3200,"雁栖园
                            (城关区/雁滩南)"
整租,3室2厅1卫,120,11,0,1,0,0,0,高,南北,简装修,雁兴路3101号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331345246,2800,"雁滩科教城二期
                            (城关区/雁滩南)"
整租,2室1厅1卫,100,30,0,0,0,1,0,高,南,中装修,西津西路44号，西站什字东南角,床,电视,,,空调,热水器,,房源编号 331462245,3500,"海鸿广场
                            (七里河区/西站)"
整租,2室1厅1卫,80,28,0,0,0,1,0,高,南,中装修,兰州市安宁区北滨河西路260号,床,,,洗衣机,,,暖气,房源编号 328946307,2000,"永丰嘉园
                            (安宁区/黄河市场)"
整租,3室2厅1卫,95,7,1,0,0,0,0,高,南,简装修,何家庄西街40号,床,电视,,,空调,热水器,,房源编号 331217821,2200,"何家庄40号高层小区
                            (城关区/火车站)"
整租,2室1厅1卫,70,8,1,0,0,0,0,中,西北,中装修,任家庄1145号,床,电视,,,,热水器,暖气,房源编号 331216873,1400,"联发小区
                            (七里河区/西站)"
整租,2室2厅1卫,97,32,0,0,0,1,0,低,东,精装修,雁滩雁南路 中粮可口可乐公司对面,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331347305,2800,"康乐花园
                            (城关区/雁滩南)"
整租,1室1厅1卫,58,33,0,0,0,0,1,低,南,精装修,北滨河西路银滩黄河大桥以西500米（银滩湿地公园对面,床,电视,,,空调,热水器,,房源编号 328905874,2400,"永新华·世界湾
                            (安宁区/安宁新城)"
整租,2室1厅1卫,75,8,1,0,0,0,0,低,暂无,中装修,西站光华街77-169号,床,电视,,,空调,热水器,,房源编号 330216261,2000,"轴承厂家属院
                            (七里河区/西站)"
整租,2室2厅1卫,91,8,1,0,0,0,0,高,南北,中装修,张苏滩537号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331187159,2200,"金鹏小区
                            (城关区/雁滩南)"
整租,2室1厅1卫,86,8,1,0,0,0,0,中,南北,中装修,雁滩路2806-2824,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331254315,2400,"行政学院家属院
                            (城关区/雁滩南)"
整租,3室2厅2卫,150,28,0,0,0,1,0,高,东,精装修,兰州市城关区雁西路518号古玩城旁,,,,,,,,房源编号 329832249,5600,"美居田园
                            (城关区/雁滩北)"
整租,2室1厅1卫,75,8,1,0,0,0,0,中,南,精装修,光华街2-52,,电视,,,,热水器,暖气,房源编号 331210628,1800,"电力修造厂家属院
                            (七里河区/西站)"
