出租方式,户型,建筑面积,层数,楼层,朝向,装修,地址,床,电视,冰箱,洗衣机,空调,热水器,标题,价格
整租,4室2厅2卫,145,6,高层,10,2,宋家滩99号,1,1,1,1,1,1,房源编号 309285740,4000
整租,2室2厅1卫,97,6,低层,10,3,宋家滩99号,1,1,1,1,1,1,房源编号 309285699,3000
整租,2室1厅1卫,75,24,高层,7,4,雁西路1119号（工业城对面）,1,1,1,1,1,1,房源编号 309285668,3300
整租,2室2厅1卫,87,6,中层,10,4,宋家滩99号,1,1,1,1,1,1,房源编号 309285650,3500
整租,2室2厅1卫,112,30,低层,10,4,雁北路2728号,1,1,1,1,1,1,房源编号 309285614,4000
整租,2室2厅1卫,112,30,中层,10,4,雁北路2728号,1,1,1,1,1,1,房源编号 309285563,4500
整租,2室2厅1卫,98,7,高层,10,4,雁滩路2618号,0,1,0,1,0,1,房源编号 307016650,2800
整租,2室2厅1卫,107,8,高层,暂无,2,火车站西路力行新村3号,1,1,0,0,1,1,房源编号 309210967,2600
整租,4室2厅2卫,260,18,低层,10,4,雁宁路199-303 号,0,0,0,0,1,1,房源编号 290105517,8500
整租,2室2厅1卫,84,30,低层,6,4,城关区东岗东路2704号对面,1,0,0,0,0,0,房源编号 309250909,3000
整租,3室2厅1卫,130,30,中层,8,2,城关区东岗东路2704号对面,1,0,0,0,1,1,房源编号 304822845,5200
整租,2室1厅1卫,96,33,中层,5,2,拱星墩街道段家滩路，鱼池口小商品市场附近,1,1,1,1,1,1,房源编号 309217404,2100
整租,2室1厅1卫,62,8,中层,4,2,嘉峪关东路，二热十字往东一百米,1,1,1,1,1,1,房源编号 309216265,1600
整租,2室1厅1卫,102,8,高层,10,3,段家滩南250号,1,1,0,0,1,1,房源编号 308047857,2100
整租,2室2厅1卫,107,32,中层,7,4,兰州市城关区段家滩路450号,1,1,1,1,1,1,房源编号 308047757,2300
整租,2室2厅1卫,96,6,中层,7,4,段家滩452号,1,1,1,1,1,1,房源编号 308047625,2200
整租,3室2厅1卫,130,24,高层,10,2,兰州市城关区段家滩路450号,1,1,1,1,1,1,房源编号 308047574,3500
整租,2室1厅1卫,95,22,中层,10,3,城关区雁兴路,1,1,1,1,1,1,房源编号 308047706,2300
整租,1室1厅1卫,72,8,高层,10,3,段家滩1185号,1,1,1,1,1,1,房源编号 309202421,1600
整租,3室2厅1卫,116,10,高层,10,4,东岗东路119号,1,1,1,1,1,1,房源编号 309194949,3500
整租,1室1厅1卫,40,8,中层,8,3,陈家湾子10-36号,1,1,1,1,1,1,房源编号 309266100,2200
整租,2室1厅1卫,90,8,高层,10,4,段家滩路671-721号附近,1,1,1,1,1,1,房源编号 309198171,2600
整租,2室1厅1卫,65,6,高层,10,2,嘉峪关西路399号东,1,0,0,0,0,1,房源编号 308835104,1400
整租,2室1厅1卫,65,6,中层,8,2,嘉峪关西路399号东,1,0,0,0,0,1,房源编号 308838750,1500
整租,2室1厅1卫,75,4,高层,2,3,嘉峪关西路399号东,0,0,0,0,0,0,房源编号 309188482,2000
整租,2室2厅1卫,130,8,低层,10,2,红星巷华联超市斜*,0,0,0,0,0,0,房源编号 629205,3000
整租,2室0厅1卫,50,9,高层,9,不限,甘南中路颜家沟97号,0,0,0,0,0,0,房源编号 620419,1600
整租,2室2厅1卫,120,17,中层,不限,2,武都路343号,1,0,1,0,0,1,房源编号 629197,4000
整租,2室1厅1卫,70,8,中层,8,3,广武门华亭街3号,1,0,0,0,0,1,房源编号 629192,1600
整租,2室2厅1卫,80,8,中层,9,4,火车站向东200米,1,0,0,0,1,1,房源编号 629183,1900
整租,2室2厅1卫,100,8,高层,10,2,兰州城关区,1,1,0,1,1,1,房源编号 612087,2600
整租,1室0厅0卫,34,1,高层,8,2,火车站定西南路390号,1,0,0,0,0,0,房源编号 629171,700
整租,2室1厅1卫,60,9,中层,1,3,甘肃省兰州市城关区白银路457-495,1,1,1,0,0,0,房源编号 629156,2000
整租,2室1厅1卫,60,9,中层,1,3,甘肃省兰州市城关区白银路457-495,1,1,1,0,0,0,房源编号 629148,2000
整租,3室1厅1卫,92,8,中层,10,4,盐场路551号,0,0,0,1,0,1,房源编号 629141,2000
整租,1室0厅0卫,34,1,高层,8,2,城关区火车站和平饭店定西南路390号,1,0,0,0,0,0,房源编号 629136,700
整租,2室1厅1卫,75,9,中层,8,不限,东部市场五里铺王府井,1,1,1,1,0,1,房源编号 629129,2900
整租,2室1厅1卫,95,8,低层,6,3,张家园2号（旧大路西头）,1,0,0,1,0,1,房源编号 629121,2600
整租,1室1厅1卫,39,8,高层,3,2,井儿街49号,1,0,0,0,0,1,房源编号 629113,1300
整租,1室1厅1卫,39,8,高层,3,2,井儿街49号,1,0,0,0,0,1,房源编号 629112,1300
整租,2室2厅1卫,100,8,中层,10,2,静宁路311-313号,1,0,0,0,0,1,房源编号 627655,2500
整租,1室1厅1卫,30,33,中层,5,4,排洪南路 八一阳光家园,1,1,1,1,1,1,房源编号 628929,1380
整租,1室0厅1卫,40,33,高层,4,3,和政路东街189号,0,0,0,1,1,0,房源编号 629095,2800
整租,2室1厅1卫,62,8,高层,9,4,九洲大道紫雅花园,1,1,0,1,0,1,房源编号 629094,1500
整租,2室1厅1卫,80,6,高层,8,2,城关区定西路266号旁,1,0,0,0,0,1,房源编号 309154325,2400
整租,2室0厅1卫,50,8,高层,8,2,定西路69号,1,0,1,1,0,1,房源编号 309150561,1500
整租,1室1厅1卫,60,31,低层,10,2,东岗东路1556-1652,1,1,1,1,1,1,房源编号 309085552,1500
整租,3室2厅3卫,198,5,高层,10,3,雁滩路2618号,1,1,0,0,0,0,房源编号 309079927,3500
整租,3室2厅1卫,100,8,高层,10,3,嘉峪关西路399号东,1,1,0,1,0,1,房源编号 309137634,2100
整租,3室2厅1卫,110,8,低层,10,3,东岗东路瑞德大道,1,0,0,0,0,1,房源编号 308179980,3100
整租,2室1厅1卫,105,26,低层,10,3,中山路131-133号,1,1,1,1,1,1,房源编号 309068879,2600
整租,2室1厅1卫,79,13,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 629040,1980
整租,1室1厅1卫,37,16,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 629037,1500
整租,2室1厅1卫,70,5,中层,不限,2,定西路东口,1,1,1,1,0,1,房源编号 629023,2000
整租,2室2厅1卫,80,6,低层,10,3,省公路局家属院,1,1,0,0,0,1,房源编号 628995,2600
整租,4室2厅1卫,148,28,低层,10,4,区天水路-兰州火车站东100米,1,1,1,1,1,1,房源编号 628964,4800
整租,4室2厅1卫,148,28,低层,10,4,区天水路-兰州火车站东100米,0,0,0,0,0,0,房源编号 628963,4800
整租,1室1厅1卫,61,23,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628959,830
整租,2室1厅1卫,97,9,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628957,1200
整租,2室1厅1卫,97,9,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628955,1380
整租,1室1厅1卫,56,12,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628953,680
整租,2室1厅1卫,97,24,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628949,1200
整租,2室1厅1卫,95,25,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628948,1100
整租,1室1厅1卫,57,20,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628946,710
整租,3室2厅1卫,122,13,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628945,1250
整租,3室2厅1卫,122,15,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628937,1250
整租,1室1厅1卫,62,13,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628936,800
整租,2室1厅1卫,79,23,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628924,980
整租,2室1厅1卫,91,32,中层,4,4,东岗东路1169号(焦家湾路和东岗东路十字),1,0,1,0,1,1,房源编号 624366,2900
整租,3室2厅2卫,200,32,高层,10,2,甘南路84号，一只船北街,0,0,0,0,0,1,房源编号 307268632,9000
整租,3室1厅1卫,103,30,中层,8,2,东岗东路1999号(兰新商业广场内瑞德尔超市对面),1,0,0,0,1,0,房源编号 304822842,3600
整租,2室1厅1卫,93,30,高层,8,2,东岗东路1999号(兰新商业广场内瑞德尔超市对面),0,0,0,0,0,0,房源编号 304822826,3300
整租,2室1厅1卫,90,30,中层,8,4,城关区东岗东路2704号对面,0,0,0,0,0,0,房源编号 304822777,3300
整租,2室1厅1卫,93,30,中层,6,4,东岗东路1999号(兰新商业广场内瑞德尔超市对面),1,1,1,1,1,1,房源编号 304822827,3500
整租,2室2厅1卫,111,30,中层,8,2,兰新市场118号楼旁,1,0,0,0,0,0,房源编号 304822852,3200
整租,2室1厅1卫,103,30,高层,8,2,东岗东路1999号(兰新商业广场内瑞德尔超市对面),1,1,1,1,1,1,房源编号 304822856,3500
整租,6室2厅2卫,260,32,中层,10,2,城关区东岗东路2704号对面,0,0,0,0,1,0,房源编号 304823041,14000
整租,1室1厅1卫,51,30,中层,4,3,东岗东路1999号(兰新商业广场内瑞德尔超市对面),0,0,0,0,0,0,房源编号 304823178,2400
整租,3室2厅1卫,126,30,中层,6,4,城关区定西路266号旁,1,1,1,1,1,1,房源编号 304822922,3500
整租,2室1厅1卫,68,12,中层,8,4,嘉峪关西路776号,1,0,1,0,0,1,房源编号 304823679,2100
整租,4室2厅2卫,154,30,高层,6,4,东岗东路1999号(兰新商业广场内瑞德尔超市对面),0,0,0,0,1,0,房源编号 304822710,6000
整租,2室1厅1卫,98,30,中层,8,4,城关区定西路266号旁,1,0,1,1,1,1,房源编号 304823687,3000
整租,2室1厅1卫,60,8,中层,8,2,嘉峪关西路624号,1,1,1,1,0,1,房源编号 309038398,2000
整租,2室1厅1卫,80,10,高层,8,2,东岗东路119号,1,0,1,1,1,1,房源编号 309039029,2000
整租,1室1厅1卫,65,28,低层,1,4,一只船北街南侧（东临华润万家）,0,0,0,0,0,0,房源编号 304590280,2800
整租,2室1厅1卫,75,6,高层,10,2,嘉峪关南路351-379号,1,1,1,1,1,1,房源编号 306863113,1700
整租,2室2厅1卫,100,6,高层,10,3,拱星墩加油站对面,1,1,1,1,1,1,房源编号 306862938,2300
整租,3室2厅2卫,140,24,中层,6,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 306862553,5200
整租,2室2厅1卫,92,33,中层,6,4,兰州市城关区段家滩路450号,1,1,1,1,1,1,房源编号 308103957,2800
整租,3室1厅2卫,117,7,低层,10,4,段家滩路740-792号,1,1,0,0,0,0,房源编号 308923319,2800
整租,2室2厅1卫,90,31,高层,10,4,东岗东路1556-1652,1,0,1,1,0,0,房源编号 308103789,3100
整租,2室2厅1卫,80,8,低层,10,3,东岗东路227号，三十二中旁边,1,1,0,0,1,1,房源编号 308103120,1900
整租,2室1厅1卫,58,7,高层,7,3,段家滩路504-526号，商学院附近，电影制片厂家属,1,1,1,1,1,1,房源编号 306863058,1300
整租,1室1厅1卫,50,6,低层,7,4,段家滩南250号,1,1,1,1,1,1,房源编号 306862735,1600
整租,2室1厅0卫,93,32,高层,10,4,城关区段家滩雁儿湾,0,0,0,0,0,1,房源编号 308921902,2600
整租,1室1厅1卫,51,29,低层,5,4,东岗东路1169号（焦家湾路和东岗东路十字）,1,1,1,1,1,1,房源编号 306862661,2300
整租,2室1厅1卫,91,33,高层,5,4,兰州市城关区段家滩路450号,1,0,0,0,0,0,房源编号 308103688,2700
整租,2室1厅1卫,74,6,中层,10,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,0,0,房源编号 308307625,2300
整租,2室2厅1卫,103,6,中层,10,3,段家滩南250号,1,1,1,1,1,1,房源编号 306862790,2200
整租,2室2厅1卫,100,8,高层,10,4,东岗东路1556-1652号,0,0,0,1,1,1,房源编号 308103245,2500
整租,2室1厅1卫,78,8,中层,7,3,东岗东路1556-1652号,1,1,1,1,1,1,房源编号 306862465,2000
整租,3室1厅1卫,99,6,高层,9,3,雁滩路3642-3668号,1,1,1,1,1,1,房源编号 308247506,2000
整租,2室1厅1卫,70,8,中层,8,2,嘉峪关西路624号,0,0,0,0,0,0,房源编号 307168615,2000
整租,1室1厅1卫,66,28,高层,1,3,东岗东路514号原6413厂(东岗东路1008-10,1,1,0,0,0,1,房源编号 308973059,2200
整租,2室2厅1卫,90,8,高层,10,3,嘉峪关西路776号,1,1,1,1,1,1,房源编号 308381941,2000
整租,3室2厅1卫,150,8,高层,8,2,兰州城关区,1,1,0,1,0,1,房源编号 622523,3500
整租,2室1厅1卫,70,6,高层,8,2,排洪南路279,1,1,0,0,0,1,房源编号 628854,1700
整租,1室1厅1卫,61,11,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628833,830
整租,2室1厅1卫,105,16,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628832,1400
整租,1室1厅1卫,60,13,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628830,850
整租,2室1厅1卫,15,6,高层,8,2,榆中街,1,0,0,0,0,0,房源编号 628820,850
整租,3室2厅1卫,125,17,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628814,1200
整租,2室1厅1卫,97,24,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628812,1200
整租,1室0厅1卫,16,1,高层,10,2,中山路225-243号(中山桥南50米),1,1,0,0,0,0,房源编号 628811,1100
整租,1室1厅1卫,52,4,中层,8,2,草场街十字盐场路369-399,1,0,0,0,0,0,房源编号 628805,1500
整租,2室2厅1卫,90,7,高层,10,2,北面滩新村,0,0,0,0,0,1,房源编号 628804,2700
整租,1室1厅1卫,52,14,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628803,700
整租,2室1厅1卫,50,6,中层,9,2,"西津东路*,兰州市北园40号",0,0,0,0,0,0,房源编号 628791,1200
整租,3室2厅1卫,130,22,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628790,1250
整租,2室1厅1卫,97,12,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628776,1380
整租,1室1厅1卫,54,22,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628775,650
整租,3室1厅1卫,19,33,中层,8,4,城关区盐场路2号(东临雁滩黄河大桥),1,0,1,1,0,1,房源编号 624808,1180
整租,1室1厅1卫,45,8,高层,10,2,团结新村定西路东口.西兰大酒店旁*,1,0,1,0,0,0,房源编号 628767,1500
整租,1室1厅1卫,59,22,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628751,700
整租,1室1厅1卫,45,8,高层,10,2,定西路东口.西兰大酒店旁*,1,0,1,0,0,0,房源编号 628750,1500
整租,1室1厅1卫,37,8,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628736,1500
整租,2室1厅1卫,97,23,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628728,1380
整租,1室1厅1卫,61,13,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628727,830
整租,2室1厅1卫,70,8,高层,10,2,东岗东路1556-1652号,1,1,1,1,0,1,房源编号 628713,1600
整租,1室1厅1卫,56,11,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628691,570
整租,2室1厅1卫,99,11,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628689,1250
整租,2室1厅1卫,90,20,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628686,1280
整租,2室1厅1卫,95,9,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628684,1100
整租,2室1厅1卫,91,21,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628672,1400
整租,1室1厅1卫,54,12,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628671,650
整租,1室1厅1卫,57,17,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628669,580
整租,2室1厅1卫,97,9,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628667,1300
整租,2室0厅0卫,50,7,高层,9,1,兰州市城关区庆阳路182号,1,0,0,1,0,1,房源编号 628666,1500
整租,1室1厅1卫,58,23,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628665,770
整租,1室1厅1卫,53,10,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628664,750
整租,2室1厅1卫,94,16,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628662,1200
整租,1室1厅1卫,98,22,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628661,750
整租,1室1厅1卫,98,11,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628660,750
整租,2室1厅1卫,107,14,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628657,1500
整租,1室1厅1卫,57,13,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628656,580
整租,2室1厅1卫,99,9,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628655,1250
整租,2室1厅1卫,90,22,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628654,1280
整租,0室0厅0卫,47,4,高层,8,2,定西南路131-401,1,0,1,1,0,0,房源编号 628652,1500
整租,3室2厅1卫,115,12,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628650,1400
整租,1室1厅1卫,56,11,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628648,570
整租,2室1厅1卫,94,25,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628647,1200
整租,2室1厅1卫,98,11,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628646,1280
整租,1室1厅1卫,63,17,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628645,740
整租,2室2厅1卫,87,8,中层,10,1,段家滩，鱼池口22路车终点站,1,1,1,1,1,1,房源编号 307102967,1600
整租,2室1厅1卫,78,9,中层,6,3,东岗东路227号，三十二中旁边,1,1,1,1,1,1,房源编号 307602199,2000
整租,2室2厅1卫,100,6,中层,5,3,雁滩路3642-3668号,1,1,1,1,1,1,房源编号 308245707,2000
整租,1室1厅1卫,20,6,中层,8,4,雁滩路2618号,1,0,0,0,0,0,房源编号 308850497,1200
整租,1室1厅1卫,70,8,中层,5,2,段家滩南250号,1,0,0,0,0,0,房源编号 308930291,1800
整租,2室1厅1卫,91,31,高层,5,2,兰州市城关区段家滩路450号,0,0,0,0,0,0,房源编号 308911912,2300
整租,3室2厅2卫,114,31,中层,6,3,城关区嘉峪关西路428号,1,1,0,1,0,1,房源编号 308910424,3100
整租,2室1厅1卫,91,31,高层,5,3,兰州市城关区段家滩路450号,1,0,1,0,0,1,房源编号 308906748,2300
整租,1室1厅1卫,97,31,高层,10,2,东岗东路1556-1652,1,0,1,1,0,1,房源编号 308904861,2500
整租,2室1厅1卫,97,31,高层,10,3,东岗东路1556-1652,1,0,1,1,0,1,房源编号 308903567,2500
整租,2室1厅1卫,96,8,中层,10,2,段家滩路1265-1517号，五里铺桥北(原灯泡厂院,1,1,0,0,0,1,房源编号 308903299,2400
整租,2室1厅1卫,60,35,中层,9,4,段家滩路528号,1,1,1,1,1,1,房源编号 308902399,2400
整租,2室1厅1卫,96,8,中层,10,2,段家滩路1265-1517号，五里铺桥北(原灯泡厂院,1,1,0,0,0,1,房源编号 308901441,2400
整租,2室1厅1卫,75,8,低层,10,2,定西路251-275号,1,0,0,0,0,1,房源编号 308838213,1800
整租,2室1厅1卫,80,10,低层,10,3,东岗东路119号,1,1,1,1,1,1,房源编号 304336563,2400
整租,1室2厅1卫,75,33,中层,7,3,排洪南路,1,0,0,0,0,1,房源编号 308837619,1800
整租,2室0厅1卫,60,6,高层,10,2,嘉峪关西路399号东,1,1,0,0,0,1,房源编号 308837145,1400
整租,1室1厅1卫,56,8,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628613,570
整租,1室1厅1卫,56,24,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628610,680
整租,1室1厅1卫,51,25,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628607,660
整租,1室1厅1卫,98,17,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628606,750
整租,1室1厅1卫,51,16,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628605,660
整租,2室1厅1卫,53,6,中层,3,3,静宁路362-366,1,1,1,1,0,1,房源编号 628603,2600
整租,2室0厅0卫,50,6,中层,8,2,西关上沟45号,1,0,0,0,0,0,房源编号 628595,1300
整租,1室1厅1卫,55,7,中层,8,2,草场街十字盐场路369-399,0,1,0,1,1,0,房源编号 628592,1600
整租,2室1厅1卫,96,18,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628590,1300
整租,2室1厅1卫,90,19,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628589,1280
整租,1室1厅1卫,55,24,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628588,780
整租,2室1厅1卫,91,11,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628587,1400
整租,2室1厅1卫,105,24,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628586,1400
整租,2室1厅1卫,75,9,高层,10,2,南砖瓦窑213号,1,1,0,1,0,1,房源编号 628003,2300
整租,3室2厅1卫,130,14,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628585,1250
整租,2室1厅1卫,60,6,高层,2,3,静宁路311-313号,1,0,0,0,0,1,房源编号 628572,1600
整租,3室2厅1卫,151,32,中层,6,4,排洪南路 八一阳光家园,0,0,1,0,0,1,房源编号 628567,3500
整租,2室2厅2卫,111,32,中层,4,4,甘肃联合大学东侧(北临黄河),1,1,1,1,0,1,房源编号 628546,3000
整租,2室2厅1卫,80,33,中层,4,1,草场街国税局家属院,0,0,0,0,0,0,房源编号 628543,2000
整租,2室1厅1卫,96,13,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628541,1300
整租,3室2厅1卫,112,12,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628540,1350
整租,1室1厅1卫,58,22,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628539,770
整租,1室1厅1卫,58,11,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628538,770
整租,2室1厅1卫,96,12,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628537,1200
整租,1室1厅1卫,59,25,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628535,700
整租,2室1厅1卫,96,20,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628534,1300
整租,3室2厅1卫,112,16,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628533,1350
整租,1室1厅1卫,59,23,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628532,700
整租,2室1厅1卫,97,14,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628530,1300
整租,2室1厅1卫,95,23,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628529,1100
整租,1室1厅1卫,60,22,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628528,850
整租,1室1厅1卫,56,10,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628527,570
整租,1室1厅1卫,56,10,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628526,570
整租,1室1厅1卫,57,24,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628523,710
整租,2室2厅1卫,92,34,低层,8,4,天平街，东方红电影院*,1,0,1,0,1,1,房源编号 626186,3500
整租,2室2厅1卫,92,34,低层,8,4,和政路东方红电影院*,1,0,1,0,1,1,房源编号 628082,3300
整租,1室1厅1卫,48,6,高层,3,2,城关区双城门王马巷,1,0,0,0,0,1,房源编号 628521,1800
整租,2室2厅1卫,75,33,低层,4,4,南滨河东路(*大厦东侧),1,1,1,1,0,1,房源编号 627684,4400
整租,3室2厅1卫,130,10,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628520,1250
整租,1室1厅1卫,57,15,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628518,710
整租,2室1厅1卫,95,15,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628516,1100
整租,1室1厅1卫,53,25,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628515,750
整租,2室1厅1卫,96,10,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628512,1300
整租,2室1厅1卫,96,10,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628511,1300
整租,2室1厅1卫,92,7,高层,10,2,段家滩452号,1,1,1,0,1,1,房源编号 627522,2300
整租,1室1厅1卫,57,13,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628508,580
整租,2室1厅1卫,94,24,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628504,1200
整租,2室2厅1卫,124,11,中层,8,2,雁北路1201-1499号,0,0,0,0,0,0,房源编号 628143,2800
整租,1室1厅1卫,56,14,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628501,680
整租,3室2厅1卫,120,16,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628500,1450
整租,2室1厅1卫,91,24,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628498,1400
整租,2室2厅0卫,90,9,中层,9,4,城关区硷滩巷17号302,1,1,1,1,0,1,房源编号 624684,2800
整租,3室2厅1卫,130,13,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628491,1250
整租,3室2厅1卫,130,13,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628490,1250
整租,1室1厅1卫,98,15,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628488,750
整租,3室2厅1卫,130,17,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628485,1250
整租,2室1厅1卫,97,22,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628484,1380
整租,2室1厅1卫,91,16,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628483,1400
整租,2室2厅1卫,116,6,低层,10,4,"天庆大道600-710号,雁南路与天庆大道交界处*",1,1,1,1,1,1,房源编号 628476,3800
整租,1室1厅1卫,54,16,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628482,650
整租,1室1厅1卫,60,22,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628481,850
整租,3室2厅1卫,120,15,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628477,1450
整租,3室2厅1卫,112,16,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628471,1350
整租,2室1厅1卫,97,22,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628469,1300
整租,2室1厅1卫,70,8,中层,3,2,牟家庄160-194号,1,0,0,0,1,1,房源编号 628468,2300
整租,1室1厅1卫,58,25,中层,8,4,雁北路2728号,0,0,0,0,1,1,房源编号 308817569,3200
整租,2室1厅1卫,60,24,中层,8,4,雁西路1119号（工业城对面）,0,0,0,0,1,1,房源编号 308817541,2800
整租,2室2厅1卫,96,6,中层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 308817517,3000
整租,3室2厅2卫,113,6,中层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 308817504,3800
整租,1室0厅1卫,38,5,高层,8,4,宋家滩99号，雁滩路,0,0,0,0,1,1,房源编号 308817485,2000
整租,1室0厅1卫,41,33,中层,暂无,4,和政路东街189号,1,1,1,1,0,1,房源编号 308701964,2300
整租,2室1厅1卫,110,8,低层,8,2,嘉峪关西路民航对面,1,0,0,0,0,1,房源编号 307338036,3000
整租,1室1厅1卫,50,3,高层,8,2,嘉峪关西路399号东,1,0,0,0,0,1,房源编号 307709202,1500
整租,2室1厅1卫,60,8,中层,暂无,3,火车站西路381号,1,1,1,0,1,1,房源编号 308701203,2500
整租,1室0厅1卫,41,33,低层,1,4,和政路东街189号,1,1,1,1,0,1,房源编号 308705468,2800
