出租方式,户型,建筑面积,层数,楼层,朝向,装修,地址,床,电视,冰箱,洗衣机,空调,热水器,标题,价格
整租,1室1厅1卫,60,28,低层,1,3,雁北路2728号,1,0,0,0,0,1,房源编号 306648301,2500
整租,2室2厅1卫,85,8,高层,9,2,红山根南路135-151号,1,1,0,0,0,1,房源编号 306596503,1800
整租,2室2厅1卫,92,32,高层,10,3,兰州市城关区段家滩路450号,1,1,1,1,1,1,房源编号 306595666,2600
整租,2室2厅1卫,97,32,高层,10,4,兰州市城关区段家滩路450号,1,1,1,1,1,1,房源编号 306595649,3200
整租,2室0厅1卫,45,7,高层,9,2,天水南路471-489号,1,0,0,0,0,0,房源编号 625739,1800
整租,2室1厅1卫,61,6,中层,9,不限,金昌北路,0,0,0,0,0,0,房源编号 625738,2300
整租,1室1厅1卫,50,9,高层,2,3,何家庄东街43号,1,0,0,0,0,1,房源编号 619712,1500
整租,2室1厅1卫,90,32,高层,7,4,水车博览园*南滨河东路403—405号,0,0,0,0,0,1,房源编号 625732,3500
整租,2室0厅1卫,60,6,高层,10,3,西北民族大学西门*市人防办家属楼,1,0,0,0,0,0,房源编号 625729,1500
整租,3室2厅1卫,90,6,中层,不限,4,嘉峪关路,1,0,0,0,0,1,房源编号 625665,2300
整租,2室2厅1卫,105,30,低层,8,3,"雁北路(西邻辰北花园、鸿运润园,与天庆莱茵小镇相邻)",0,0,0,0,0,1,房源编号 625663,3500
整租,2室1厅1卫,101,23,中层,10,2,雁东路,1,0,0,0,0,1,房源编号 625662,2200
整租,2室0厅1卫,40,5,中层,10,3,兰林路小区,1,0,0,0,0,1,房源编号 625646,1700
整租,2室1厅1卫,93,30,高层,5,4,东岗东路1999号(兰新商业广场内瑞德尔超市对面),1,0,1,1,1,1,房源编号 306574573,3700
整租,1室1厅1卫,48,29,低层,10,3,中广宜景湾尚城南侧；雁北路以南，雁东路以东,1,1,1,1,1,1,房源编号 300744377,3000
整租,1室0厅1卫,88,29,低层,10,3,中广宜景湾尚城南侧；雁北路以南，雁东路以东,1,1,1,1,1,1,房源编号 300744338,3000
整租,2室1厅1卫,80,8,中层,10,2,东岗东路227号，三十二中旁边,1,0,0,0,0,1,房源编号 306392109,1700
整租,2室1厅1卫,60,8,低层,8,3,嘉峪关西路624号,1,1,1,1,1,1,房源编号 306553139,1800
整租,2室1厅1卫,60,8,低层,8,3,嘉峪关西路624号,1,0,0,0,0,0,房源编号 306435195,1800
整租,1室2厅1卫,71,33,高层,3,4,广武门花市正对面，金昌路北路和南昌路的交叉口之东北角,1,1,1,1,1,1,房源编号 306506018,3600
整租,2室1厅1卫,55,8,高层,10,4,张掖路金石巷1-10号,1,1,1,1,1,1,房源编号 306499140,1900
整租,2室2厅1卫,90,33,中层,5,4,排洪南路 八一阳光家园,1,0,0,0,0,1,房源编号 625639,2400
整租,2室2厅1卫,92,34,低层,10,4,"原和平饭店西面(东临天水南路,南临和政路)",1,0,1,0,1,1,房源编号 625637,3500
整租,3室2厅2卫,170,9,高层,8,2,甘南路707号,0,0,0,0,0,0,房源编号 624047,3000
整租,2室1厅1卫,80,8,高层,8,2,嘉峪关东路131—137路,0,0,0,0,0,0,房源编号 625582,1700
整租,2室1厅1卫,95,20,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 625574,1100
整租,3室1厅1卫,128,28,高层,8,2,红星华联后,0,0,0,0,0,1,房源编号 625561,3000
整租,2室1厅1卫,97,19,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 625560,1200
整租,2室1厅1卫,91,22,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 625553,1400
整租,1室1厅1卫,48,6,高层,6,2,平凉路378号,1,1,1,1,0,1,房源编号 625530,2200
整租,2室0厅0卫,50,7,高层,9,2,兰州市城关区庆阳路182号,1,0,0,0,0,1,房源编号 625523,1500
整租,2室1厅1卫,65,8,高层,10,3,嘉峪关东路665-731号 ，二热十字向南300米,1,1,1,1,1,1,房源编号 306166713,1900
整租,5室3厅2卫,560,30,高层,6,4,东岗东路1999号(兰新商业广场内瑞德尔超市对面),1,1,1,1,0,1,房源编号 306127431,2200
整租,1室2厅1卫,112,8,低层,10,2,嘉峪关西路民航对面,1,1,1,0,0,1,房源编号 306072391,2700
整租,1室1厅1卫,65,8,低层,6,2,东岗东路1556-1652号,1,1,1,1,1,1,房源编号 306393008,1600
整租,3室2厅1卫,130,8,中层,10,3,南昌路310-334号，段家滩路路口,1,1,0,0,1,1,房源编号 306404653,3300
整租,3室1厅1卫,115,6,高层,10,4,嘉峪关南路471-765号 定西路东口向南100米,1,1,1,1,0,1,房源编号 306383679,3200
整租,3室1厅2卫,110,8,中层,10,2,兰新市场118号楼,1,0,0,0,0,1,房源编号 306388004,3600
整租,1室1厅1卫,57,10,低层,6,2,东岗东路1556-1652号,1,0,1,0,0,1,房源编号 306179260,1600
整租,3室2厅1卫,140,8,高层,10,2,东岗东路983--1023号（时代伟业斜对面）,1,1,1,0,0,1,房源编号 306182281,3000
整租,2室1厅1卫,47,7,低层,10,2,火车站南路105号,1,0,0,0,0,0,房源编号 625513,1200
整租,2室2厅1卫,100,33,中层,8,2,城关区北面滩新村以东、甘肃联合大学以西、中广宜景湾尚,0,0,0,0,0,1,房源编号 625281,2600
整租,2室0厅0卫,50,7,高层,9,1,兰州市城关区庆阳路182号,1,0,0,0,0,1,房源编号 625509,1500
整租,3室2厅1卫,108,32,中层,10,4,兰州市城关区大沙坪,0,0,0,0,0,0,房源编号 623231,2500
整租,2室2厅1卫,93,7,中层,10,3,雁滩路2618号,1,0,1,1,0,1,房源编号 625478,2800
整租,2室2厅2卫,120,7,低层,10,5,鑫亿城,1,1,0,1,0,1,房源编号 625476,3200
整租,2室2厅1卫,90,8,中层,10,4,东岗西路723-763,1,1,0,1,0,1,房源编号 624698,3500
整租,2室1厅1卫,63,6,中层,10,2,嘉峪关西路496-518,0,0,0,0,0,0,房源编号 623218,1800
整租,1室1厅1卫,57,33,高层,10,3,民主西路198号,1,1,1,1,0,1,房源编号 625462,3300
整租,2室1厅1卫,65,6,中层,8,2,天水南路252-276号,0,0,0,0,0,0,房源编号 625375,1300
整租,1室1厅1卫,45,32,中层,1,4,火车站西路金轮广场东侧,1,1,1,0,0,1,房源编号 625452,2850
整租,1室1厅1卫,50,10,中层,10,3,新武都路232号,1,0,0,1,0,1,房源编号 625414,1600
整租,2室1厅1卫,60,8,高层,10,4,段家滩路305-333号， 鱼池口小商品批发市场,1,1,1,1,1,1,房源编号 306166550,2300
整租,1室1厅1卫,74,26,中层,8,1,南山路北，火车站南，,0,0,0,0,0,0,房源编号 625401,1200
整租,2室2厅1卫,100,33,低层,10,4,旧大路257号*,1,1,1,1,0,1,房源编号 625399,4000
整租,2室0厅1卫,45,9,高层,5,2,南滨河东路12_23,1,1,0,0,0,0,房源编号 624997,1400
整租,3室2厅1卫,112,23,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 625395,1350
整租,2室2厅1卫,110,25,中层,10,2,至诚大厦,0,0,0,0,0,1,房源编号 625391,3800
整租,2室1厅1卫,97,16,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 625390,1300
整租,2室0厅0卫,50,5,高层,10,2,雁滩路3890号*,0,0,0,1,0,0,房源编号 625376,1600
整租,2室0厅0卫,50,5,高层,不限,2,雁滩路3890号*,1,1,1,1,0,0,房源编号 625370,1600
整租,2室0厅1卫,50,5,高层,10,3,雁滩路3890号*,1,1,1,0,0,0,房源编号 625346,1600
整租,2室1厅1卫,67,8,高层,10,1,排洪南路 八一阳光家园,1,0,0,0,0,0,房源编号 625342,800
整租,2室1厅1卫,101,23,中层,10,2,雁东路,1,0,0,0,0,1,房源编号 625324,2200
整租,0室0厅0卫,14,2,中层,8,2,膜科院地下停车位出租,0,0,0,0,0,0,房源编号 625322,430
整租,1室1厅1卫,45,8,中层,7,3,广场西口金昌北路省农行侧,1,0,0,0,0,1,房源编号 625152,1700
整租,2室2厅1卫,95,33,高层,8,2,"原和平饭店西面(东临天水南路,南临和政路)",1,1,1,1,1,1,房源编号 623318,3100
整租,2室2厅1卫,83,30,高层,8,4,城关区东岗东路2704号对面,0,0,0,0,0,0,房源编号 306157791,4200
整租,3室1厅1卫,90,6,中层,10,2,嘉峪关西路624号,0,0,0,0,0,0,房源编号 306157358,2500
整租,2室2厅1卫,110,18,中层,8,2,兰新市场118号楼旁,0,0,0,0,0,0,房源编号 306156550,2800
整租,3室2厅2卫,114,8,高层,10,4,段家滩路740-792号,1,0,1,0,0,1,房源编号 306112037,2700
整租,3室2厅2卫,130,32,高层,10,3,排洪南路 八一阳光家园,1,0,0,0,0,1,房源编号 306114462,2600
整租,4室2厅2卫,165,32,高层,10,4,排洪南路 八一阳光家园,1,1,0,1,0,1,房源编号 306130605,3300
整租,3室2厅2卫,140,26,高层,8,3,庆阳路450-458号,0,0,0,0,0,1,房源编号 625286,6000
整租,2室1厅1卫,90,8,中层,10,4,定西路389-457号,1,0,1,1,0,1,房源编号 625285,3000
整租,4室2厅2卫,148,18,中层,10,5,青白石碧桂园一期洋房,1,0,0,0,0,1,房源编号 625283,3300
整租,2室1厅1卫,88,6,低层,10,3,计算机家属院,1,0,0,0,0,1,房源编号 625282,2700
整租,1室1厅1卫,50,5,高层,10,4,火车站西路铁西村,1,1,0,1,0,1,房源编号 625265,1700
整租,2室2厅1卫,92,34,低层,8,2,兰州城关区阳光雅居,1,0,1,0,1,1,房源编号 625099,3700
整租,2室2厅1卫,91,34,低层,8,2,天平街,1,0,1,0,1,1,房源编号 624058,3700
整租,3室1厅1卫,90,7,高层,10,3,甘肃路路桥音乐广场外贸家属院,1,1,1,1,1,1,房源编号 625257,2500
整租,2室2厅1卫,97,32,中层,8,2,和政路东街189号,0,0,1,1,0,1,房源编号 623999,4000
整租,1室2厅1卫,60,8,高层,9,3,华富小区,0,0,0,0,0,0,房源编号 625174,2000
整租,1室1厅1卫,65,5,中层,10,4,嘉峪关南路2号,1,0,1,1,0,1,房源编号 625165,2000
整租,3室1厅1卫,101,7,中层,10,3,平凉路559号,0,0,0,0,0,0,房源编号 625162,3200
整租,3室1厅1卫,85,7,高层,10,4,东岗西路723-763,1,1,1,1,1,1,房源编号 305990344,2600
整租,3室2厅2卫,123,30,高层,8,2,雁儿湾路375号,1,0,0,0,0,1,房源编号 305998742,2100
整租,3室2厅2卫,123,30,低层,8,4,雁儿湾路375号,1,1,1,1,0,1,房源编号 305997876,3200
整租,2室2厅1卫,102,28,低层,8,3,雁儿湾路375号,1,0,0,0,0,1,房源编号 302576924,2300
整租,4室2厅1卫,140,28,低层,10,4,大教梁153号,1,1,1,1,1,1,房源编号 305996030,5000
整租,2室2厅1卫,98,28,低层,8,4,雁儿湾路375号,1,0,1,1,0,1,房源编号 296773870,2300
整租,4室1厅1卫,120,6,高层,9,2,正宁路87号,1,0,0,1,0,1,房源编号 625116,3800
整租,2室1厅1卫,65,6,高层,10,4,嘉峪关东路56-108号,1,1,1,1,0,1,房源编号 625092,2000
整租,2室2厅1卫,113,33,高层,10,3,和政路东街189号,1,0,0,0,0,1,房源编号 624788,5000
整租,3室0厅1卫,51,6,低层,8,2,城关区火车站东路161号,1,1,0,1,0,1,房源编号 624976,1600
整租,2室2厅1卫,75,5,中层,10,4,"宋家滩99号,雁滩路",1,1,1,0,1,1,房源编号 625001,2600
整租,2室1厅1卫,50,6,高层,3,4,白银路*新村33号,1,1,1,1,0,1,房源编号 625039,1500
整租,2室1厅1卫,78,8,高层,8,4,安居小区28号楼,1,0,0,0,0,1,房源编号 625037,2000
整租,5室1厅1卫,160,3,中层,10,2,雁滩高滩,0,0,0,0,0,0,房源编号 625033,2500
整租,1室1厅1卫,47,25,高层,8,2,兰州市城关区火车站西路,0,0,0,0,0,1,房源编号 625032,2200
整租,2室1厅1卫,56,9,高层,8,2,甘肃省兰州市城关区白银路457-495,1,1,0,0,0,0,房源编号 625027,1500
整租,2室1厅1卫,76,8,低层,9,4,城关区何家庄东街6号5单元103室,1,1,0,0,1,1,房源编号 623211,2000
整租,3室1厅1卫,101,7,中层,10,2,平凉路559号,0,0,0,0,0,0,房源编号 623464,3000
整租,2室2厅2卫,95,32,高层,8,5,佛慈大街,1,0,1,0,0,1,房源编号 625005,2800
整租,3室0厅1卫,60,6,高层,10,2,焦家湾路果品仓库家属院,1,0,0,0,0,1,房源编号 624998,1200
整租,1室1厅1卫,65,5,中层,10,4,嘉峪关南路,1,1,1,1,0,1,房源编号 624981,1700
整租,2室2厅0卫,95,24,中层,8,4,兰州市城关区雁滩,0,1,0,0,0,0,房源编号 624974,3000
整租,2室0厅1卫,50,6,高层,10,2,城关区渭源路60号,0,0,0,0,0,0,房源编号 624892,1500
整租,2室0厅1卫,50,4,高层,8,2,南昌路383号,0,0,0,0,0,0,房源编号 624838,1800
整租,1室0厅1卫,18,8,低层,不限,2,闵家桥137号,1,0,0,0,0,1,房源编号 624814,850
整租,2室2厅1卫,92,34,低层,8,2,"原和平饭店西面(东临天水南路,南临和政路)",1,0,1,0,1,1,房源编号 624644,3700
整租,1室0厅0卫,20,30,低层,8,2,皇庙门口,0,0,0,0,0,0,房源编号 624541,17000
整租,1室0厅1卫,18,8,低层,不限,2,闵家桥137号,1,0,1,1,0,1,房源编号 624493,900
整租,0室0厅0卫,65,6,低层,8,2,东岗东路3015号,0,0,0,0,0,0,房源编号 624420,2000
整租,3室2厅1卫,125,4,高层,不限,2,北面滩新村一村,0,0,0,0,0,1,房源编号 624407,2600
整租,1室1厅1卫,45,6,中层,9,2,武都路永昌路十字东南角,1,0,0,0,0,0,房源编号 624337,1500
整租,2室2厅1卫,102,14,中层,8,4,雁滩大桥向东800米,1,1,1,1,0,1,房源编号 624318,3600
整租,1室2厅1卫,62,35,中层,7,4,和政路东街189号,1,1,1,0,0,1,房源编号 624310,3800
整租,3室1厅1卫,107,32,低层,8,4,城关,0,0,0,0,0,0,房源编号 624271,2150
整租,3室0厅1卫,70,8,高层,8,2,团结新村小区,0,0,1,1,0,0,房源编号 624255,1800
整租,2室1厅1卫,86,6,高层,10,4,城关区九州花坛长江花园,1,1,0,0,0,0,房源编号 624241,1800
整租,1室1厅1卫,45,8,中层,10,2,天水南路185-205号,1,0,0,1,0,0,房源编号 624217,1400
整租,1室1厅1卫,30,5,高层,8,2,通渭路72号,1,0,0,0,0,0,房源编号 624213,1200
整租,2室2厅1卫,75,5,中层,不限,不限,"宋家滩99号,雁滩路",1,1,1,1,1,1,房源编号 624192,3000
整租,2室0厅1卫,55,8,高层,8,4,贤后街,1,0,0,1,0,1,房源编号 624160,1750
整租,2室1厅0卫,80,8,高层,10,4,和平新村138-226号,0,0,0,0,0,1,房源编号 624136,2400
整租,1室0厅0卫,25,5,中层,9,2,定西南路77,1,0,0,0,0,0,房源编号 624135,500
整租,1室1厅1卫,50,15,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 624093,850
整租,2室1厅1卫,78,14,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 624092,1280
整租,1室1厅1卫,47,21,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 624091,710
整租,1室1厅1卫,44,23,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 624089,650
整租,2室1厅1卫,86,23,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 624088,1300
整租,2室2厅1卫,95,8,高层,10,4,白银路316号,1,1,1,1,0,1,房源编号 624067,1800
整租,3室2厅1卫,98,6,中层,10,2,东岗东路835号,1,0,0,0,0,0,房源编号 624050,2300
整租,2室1厅1卫,85,18,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 624041,1100
整租,2室1厅1卫,65,8,低层,不限,2,佛慈大街安乐村,1,1,1,1,0,1,房源编号 624038,1600
整租,2室2厅2卫,145,32,中层,6,4,广场西口金昌路,0,0,0,0,0,1,房源编号 623593,5800
整租,2室0厅1卫,50,8,低层,5,2,白银路316号,1,1,1,1,1,0,房源编号 624017,1600
整租,2室1厅1卫,60,8,高层,9,2,定西路七中*,1,1,1,0,0,1,房源编号 624001,1800
整租,2室2厅1卫,92,7,高层,10,4,兰州市城关区九州大道五号区,1,1,1,1,1,1,房源编号 623996,1800
整租,2室1厅1卫,97,13,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623992,1500
整租,2室1厅1卫,75,5,中层,8,2,"宋家滩99号,雁滩路",1,1,1,0,1,1,房源编号 623973,3500
整租,2室1厅1卫,89,8,中层,10,4,东岗西路723-763,1,1,0,1,0,1,房源编号 623580,3500
整租,1室1厅1卫,51,17,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623923,830
整租,1室1厅1卫,49,11,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623922,700
整租,2室1厅1卫,45,5,低层,不限,2,段家滩,0,0,0,0,0,0,房源编号 623920,1300
整租,1室1厅1卫,48,19,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623904,770
整租,1室1厅1卫,36,18,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623900,1600
整租,2室2厅1卫,88,8,高层,不限,2,段家滩路,1,1,0,0,0,1,房源编号 623893,2100
整租,2室1厅1卫,77,13,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623892,1380
整租,2室2厅1卫,98,32,中层,10,4,"高新开发区T605号规划路以南,甘联大以东",1,1,1,1,1,1,房源编号 623885,2600
整租,2室1厅1卫,86,17,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623872,1300
整租,2室1厅1卫,86,10,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623871,1200
整租,2室1厅1卫,105,21,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623861,1400
整租,3室1厅1卫,100,6,中层,10,4,嘉峪关东路299号,0,1,0,0,1,1,房源编号 623821,2600
整租,2室1厅1卫,77,25,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623806,1200
整租,1室1厅1卫,88,23,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623804,750
整租,1室1厅1卫,44,16,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623783,650
整租,1室1厅1卫,47,12,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623741,710
整租,1室1厅1卫,47,9,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623739,710
整租,2室1厅1卫,110,25,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623718,1450
整租,1室1厅1卫,48,23,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623703,770
整租,1室1厅1卫,45,15,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623696,780
整租,2室1厅1卫,81,17,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623683,1400
整租,1室1厅1卫,47,14,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623676,710
整租,2室1厅1卫,50,9,高层,8,2,佛慈大街119号,0,0,0,0,0,0,房源编号 623605,1600
整租,1室1厅1卫,46,13,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623576,680
整租,1室1厅1卫,51,18,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623537,830
整租,2室2厅1卫,98,32,中层,10,4,"高新开发区T605号规划路以南,甘联大以东",1,1,1,1,1,1,房源编号 623521,2600
整租,1室1厅1卫,40,5,低层,8,2,南河路1582-1622号,1,0,0,0,0,0,房源编号 623511,1450
整租,2室0厅0卫,100,6,高层,10,1,雁兴路3101号,0,0,0,0,0,0,房源编号 623509,1200
整租,2室1厅1卫,77,13,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623507,1200
整租,2室1厅1卫,77,18,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623502,1380
整租,1室1厅1卫,44,14,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623490,650
整租,1室1厅1卫,50,25,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623487,850
整租,1室1厅1卫,49,12,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623455,770
整租,2室1厅1卫,80,11,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623453,1280
整租,2室1厅1卫,77,8,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623412,1380
整租,2室1厅1卫,102,10,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623410,1350
整租,2室1厅1卫,84,9,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623363,1200
整租,2室1厅1卫,84,12,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623329,1200
整租,1室0厅0卫,25,5,中层,不限,2,定西南路77号,1,0,0,0,0,0,房源编号 623312,500
整租,2室1厅1卫,77,12,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623313,1100
整租,2室1厅1卫,78,24,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623287,950
整租,2室1厅1卫,85,24,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623284,1100
整租,2室1厅1卫,79,20,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623280,980
整租,1室1厅1卫,36,18,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623267,1600
整租,1室1厅1卫,40,6,高层,8,2,武都路318-332,0,0,0,0,0,1,房源编号 623223,1500
整租,2室1厅1卫,88,9,低层,8,2,广场北路23-35号,0,0,0,0,0,1,房源编号 623224,3000
整租,4室2厅2卫,170,8,中层,9,4,滩尖子477-485号,1,1,1,1,0,1,房源编号 623220,7500
整租,2室1厅1卫,86,10,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623213,1300
整租,1室1厅1卫,40,6,低层,8,2,旧大路皋兰路派出所*,1,1,1,0,0,0,房源编号 623189,1350
整租,2室2厅1卫,93,20,高层,5,4,九州大道866号,1,1,1,0,1,1,房源编号 623188,1700
整租,1室1厅1卫,36,16,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623169,1600
整租,2室1厅1卫,78,23,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623090,950
整租,2室1厅1卫,102,14,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623057,1350
整租,2室1厅1卫,86,25,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623050,1200
整租,2室1厅1卫,86,25,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623049,1200
整租,1室1厅1卫,42,10,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623045,670
整租,2室1厅1卫,97,24,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623041,1500
整租,2室1厅1卫,95,10,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623040,1400
整租,1室1厅1卫,88,20,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623022,750
整租,2室1厅1卫,105,11,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623033,1400
整租,1室1厅1卫,88,22,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623031,750
整租,1室1厅1卫,50,15,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623024,850
整租,2室1厅1卫,84,14,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623013,1200
整租,2室1厅1卫,86,12,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623000,1300
